"Relative Time (Process)","base_config_0118 - system/gpu.process.0.gpu","base_config_0118 - system/gpu.process.0.gpu__MIN","base_config_0118 - system/gpu.process.0.gpu__MAX"
"230786.668368","96.73","96.73","96.73"
"230816.682343","99.8","99.8","99.8"
"230846.68993","94.93","94.93","94.93"
"230876.691371","93.27","93.27","93.27"
"230906.78524","99","99","99"
"230936.987334","93.33","93.33","93.33"
"230966.989483","100","100","100"
"230996.991581","100","100","100"
"231027.020243","100","100","100"
"231057.029231","94.6","94.6","94.6"
"231087.036032","90.27","90.27","90.27"
"231117.040699","93.93","93.93","93.93"
"231147.042978","75.4","75.4","75.4"
"231177.045272","93.2","93.2","93.2"
"231207.048154","98.53","98.53","98.53"
"231237.05103","100","100","100"
"231297.057339","100","100","100"
"231327.064242","99.33","99.33","99.33"
"231357.069053","93","93","93"
"231387.070009","100","100","100"
"231417.072178","100","100","100"
"231447.074347","100","100","100"
"231477.079533","99.47","99.47","99.47"
"231507.085688","99.4","99.4","99.4"
"231537.090628","99.67","99.67","99.67"
"231567.091803","94.13","94.13","94.13"
"231597.094776","100","100","100"
"231627.096818","95.4","95.4","95.4"
"231657.098691","99.87","99.87","99.87"
"231687.103071","99.87","99.87","99.87"
"231717.105177","99.47","99.47","99.47"
"231747.107111","99.67","99.67","99.67"
"231777.112663","96.93","96.93","96.93"
"231807.115039","99.6","99.6","99.6"
"231837.116389","99.67","99.67","99.67"
"231867.119051","100","100","100"
"231897.123515","95","95","95"
"231927.124706","100","100","100"
"231957.129405","98.67","98.67","98.67"
"231987.130712","100","100","100"
"232017.13543","100","100","100"
"232047.13889","95.27","95.27","95.27"
"232077.13996","99.4","99.4","99.4"
"232137.145139","94.73","94.73","94.73"
"232167.146057","99.93","99.93","99.93"
"232197.150976","98.47","98.47","98.47"
"232227.156401","93.2","93.2","93.2"
"232257.160856","99.87","99.87","99.87"
"232287.16318","100","100","100"
"232317.164105","100","100","100"
"232347.168947","93.33","93.33","93.33"
"232377.178978","48.4","48.4","48.4"
"232407.187015","29.73","29.73","29.73"
"232437.19233","93.33","93.33","93.33"
"232467.195561","100","100","100"
"232497.19688","93.33","93.33","93.33"
"232527.199347","100","100","100"
"232557.203774","98.6","98.6","98.6"
"232587.208625","99.93","99.93","99.93"
"232617.214032","93.4","93.4","93.4"
"232647.2192","100","100","100"
"232677.221633","91.27","91.27","91.27"
"232707.225537","99.93","99.93","99.93"
"232737.22826","87.47","87.47","87.47"
"232797.235466","100","100","100"
"232827.236541","100","100","100"
"232857.23894","94.07","94.07","94.07"
"232887.242324","94.13","94.13","94.13"
"232917.244964","100","100","100"
"232947.248465","99.13","99.13","99.13"
"232977.249343","100","100","100"
"233007.251631","98.07","98.07","98.07"
"233037.265781","100","100","100"
"233067.378396","100","100","100"
"233097.440025","99.87","99.87","99.87"
"233127.44663","91.8","91.8","91.8"
"233157.452904","96.27","96.27","96.27"
"233187.45956","99.67","99.67","99.67"
"233217.461975","100","100","100"
"233247.490313","100","100","100"
"233277.497113","98.87","98.87","98.87"
"233307.501857","100","100","100"
"233337.502841","93.33","93.33","93.33"
"233367.506101","99.93","99.93","99.93"
"233397.51052","100","100","100"
"233427.514119","99.67","99.67","99.67"
"233457.517544","100","100","100"
"233487.519805","99.87","99.87","99.87"
"233517.521384","98.4","98.4","98.4"
"233577.527773","100","100","100"
"233607.549203","100","100","100"
"233637.568095","97.2","97.2","97.2"
"233667.592225","100","100","100"
"233697.593374","99.93","99.93","99.93"
"233727.597071","99.93","99.93","99.93"
"233757.601441","100","100","100"
"233787.605647","96.6","96.6","96.6"
"233817.610337","100","100","100"
"233847.673294","100","100","100"
"233877.749354","98.8","98.8","98.8"
"233907.752137","100","100","100"
"233937.756098","95.07","95.07","95.07"
"233967.757063","98.13","98.13","98.13"
"233997.761139","98.6","98.6","98.6"
"234027.767618","100","100","100"
"234057.772438","99.93","99.93","99.93"
"234087.774157","93.07","93.07","93.07"
"234117.785132","99.6","99.6","99.6"
"234147.793774","94.13","94.13","94.13"
"234177.813098","87.4","87.4","87.4"
"234207.920771","100","100","100"
"234237.936678","99.47","99.47","99.47"
"234267.939715","99.73","99.73","99.73"
"234297.944011","100","100","100"
"234357.963298","98.93","98.93","98.93"
"234387.977266","93.6","93.6","93.6"
"234417.980375","99.93","99.93","99.93"
"234447.984309","98.6","98.6","98.6"
"234477.985083","97.27","97.27","97.27"
"234507.990323","97.73","97.73","97.73"
"234537.992493","98.13","98.13","98.13"
"234567.994431","100","100","100"
"234597.999587","100","100","100"
"234628.005995","100","100","100"
"234658.017468","100","100","100"
"234688.026112","93.47","93.47","93.47"
"234718.028515","100","100","100"
"234748.032277","99.93","99.93","99.93"
"234778.036186","100","100","100"
"234808.041177","100","100","100"
"234838.044705","100","100","100"
"234868.045563","100","100","100"
"234898.050955","88.47","88.47","88.47"
"234928.051947","100","100","100"
"234958.054012","99.47","99.47","99.47"
"234988.054995","93.13","93.13","93.13"
"235018.058145","100","100","100"
"235048.063646","90.93","90.93","90.93"
"235078.069358","100","100","100"
"235138.075787","100","100","100"
"235168.080488","97.73","97.73","97.73"
"235198.083961","100","100","100"
"235228.089665","96.6","96.6","96.6"
"235258.162275","99.8","99.8","99.8"
"235288.212992","93.33","93.33","93.33"
"235318.21665","95.8","95.8","95.8"
"235348.219651","100","100","100"
"235378.222863","100","100","100"
"235408.225007","93.93","93.93","93.93"
"235438.22704","100","100","100"
"235468.22844","98.6","98.6","98.6"
"235498.230812","93.33","93.33","93.33"
"235528.233028","100","100","100"
"235558.23515","93.6","93.6","93.6"
"235588.236064","99.67","99.67","99.67"
"235618.240896","100","100","100"
"235648.264233","94.53","94.53","94.53"
"235678.266301","98.4","98.4","98.4"
"235708.269877","99.93","99.93","99.93"
"235738.274007","98.87","98.87","98.87"
"235768.276922","100","100","100"
"235798.279302","99.73","99.73","99.73"
"235828.283867","100","100","100"
"235858.28968","98","98","98"
"235918.296991","100","100","100"
"235948.304782","99","99","99"
"235978.310151","100","100","100"
"236008.312916","93.07","93.07","93.07"
"236038.332396","99.67","99.67","99.67"
"236068.347067","97.27","97.27","97.27"
"236098.348068","99.87","99.87","99.87"
"236128.351599","99.27","99.27","99.27"
"236158.369603","100","100","100"
"236188.379744","100","100","100"
"236218.385123","100","100","100"
"236248.387412","99.93","99.93","99.93"
"236278.388374","100","100","100"
"236308.389322","100","100","100"
"236338.392688","100","100","100"
"236368.39367","99.87","99.87","99.87"
"236398.395535","99.33","99.33","99.33"
"236428.39754","100","100","100"
"236458.402127","100","100","100"
"236488.405384","99.93","99.93","99.93"
"236518.41109","92.8","92.8","92.8"
"236548.413157","93.33","93.33","93.33"
"236578.415025","100","100","100"
"236638.441908","99.73","99.73","99.73"
"236668.581673","99.73","99.73","99.73"
"236698.583868","92.8","92.8","92.8"
"236728.584755","99.93","99.93","99.93"
"236758.587395","82.6","82.6","82.6"
"236788.591285","98","98","98"
"236818.593558","99.93","99.93","99.93"
"236848.597014","99.93","99.93","99.93"
"236878.641893","98.2","98.2","98.2"
"236908.755971","99.73","99.73","99.73"
"236938.759801","98.53","98.53","98.53"
"236968.760682","99.73","99.73","99.73"
"236998.764948","94.33","94.33","94.33"
"237028.767","96.4","96.4","96.4"
"237058.767902","99.93","99.93","99.93"
"237088.772147","87.13","87.13","87.13"
"237118.77592","100","100","100"
"237148.782518","96.07","96.07","96.07"
"237178.789343","100","100","100"
"237208.794784","93.33","93.33","93.33"
"237238.798426","98.8","98.8","98.8"
"237268.799397","100","100","100"
"237298.801652","99.8","99.8","99.8"
"237328.802649","99.73","99.73","99.73"
"237388.81126","93.13","93.13","93.13"
"237418.814922","98.6","98.6","98.6"
"237448.817161","99.4","99.4","99.4"
"237478.820137","99.8","99.8","99.8"
"237508.827887","96.2","96.2","96.2"
"237538.833521","97.27","97.27","97.27"
"237568.834503","99.87","99.87","99.87"
"237598.836824","93.93","93.93","93.93"
"237628.842221","99.87","99.87","99.87"
"237658.849786","99.67","99.67","99.67"
"237688.854059","93.33","93.33","93.33"
"237718.855045","99.73","99.73","99.73"
"237748.857125","100","100","100"
"237778.859211","93.13","93.13","93.13"
"237808.862817","93.87","93.87","93.87"
"237838.866154","95.53","95.53","95.53"
"237868.868842","100","100","100"
"237898.873492","99.93","99.93","99.93"
"237928.874395","99.6","99.6","99.6"
"237958.878784","51.27","51.27","51.27"
"237988.884948","81.8","81.8","81.8"
"238018.891079","54.27","54.27","54.27"
"238048.89529","82.2","82.2","82.2"
"238078.899218","99.8","99.8","99.8"
"238138.903469","100","100","100"
"238168.90559","99","99","99"
"238198.908502","94.07","94.07","94.07"
"238228.913975","98","98","98"
"238258.917499","94.2","94.2","94.2"
"238288.923558","99.47","99.47","99.47"
"238318.941156","93","93","93"
"238348.942151","99.73","99.73","99.73"
"238379.043039","100","100","100"
"238409.205635","94.73","94.73","94.73"
"238439.20888","100","100","100"
"238469.209838","99.93","99.93","99.93"
"238499.210711","99.67","99.67","99.67"
"238529.215056","100","100","100"
"238559.218645","94.13","94.13","94.13"
"238589.219574","99.93","99.93","99.93"
"238619.22155","100","100","100"
"238649.223959","93.53","93.53","93.53"
"238679.229534","99.93","99.93","99.93"
"238709.233171","94.27","94.27","94.27"
"238739.238458","100","100","100"
"238769.242144","99.93","99.93","99.93"
"238799.252472","100","100","100"
"238859.261217","99.93","99.93","99.93"
"238889.263241","100","100","100"
"238919.266847","99.93","99.93","99.93"
"238949.268198","98.73","98.73","98.73"
"238979.270276","100","100","100"
"239009.271257","99.93","99.93","99.93"
"239039.273579","100","100","100"
"239069.275999","99.67","99.67","99.67"
"239099.278233","99.73","99.73","99.73"
"239129.284129","97.87","97.87","97.87"
"239159.285373","99.87","99.87","99.87"
"239189.287487","99.73","99.73","99.73"
"239219.290652","89.33","89.33","89.33"
"239249.293082","99.73","99.73","99.73"
"239279.295728","94.2","94.2","94.2"
"239309.300413","97","97","97"
"239339.305902","93.33","93.33","93.33"
"239369.306923","99.93","99.93","99.93"
"239399.308851","100","100","100"
"239429.31284","98","98","98"
"239459.313746","99.93","99.93","99.93"
"239489.316399","99.93","99.93","99.93"
"239519.318487","100","100","100"
"239549.320552","99.93","99.93","99.93"
"239579.322673","94.67","94.67","94.67"
"239609.325787","99.93","99.93","99.93"
"239669.336306","91.8","91.8","91.8"
"239699.339983","95.93","95.93","95.93"
"239729.340987","100","100","100"
"239759.342943","90.2","90.2","90.2"
"239789.345034","92.8","92.8","92.8"
"239819.345896","99.67","99.67","99.67"
"239849.346853","99.93","99.93","99.93"
"239879.34887","93.07","93.07","93.07"
"239909.360697","99.8","99.8","99.8"
"239939.363984","93.4","93.4","93.4"
"239969.365978","99.73","99.73","99.73"
"239999.368237","98.13","98.13","98.13"
"240029.373669","93.4","93.4","93.4"
"240059.374643","99.67","99.67","99.67"
"240089.378117","99.53","99.53","99.53"
"240119.383234","96.93","96.93","96.93"
"240149.535238","100","100","100"
"240181.395431","93.33","93.33","93.33"
"240211.396346","99.73","99.73","99.73"
"240241.397276","97.27","97.27","97.27"
"240271.399237","95.73","95.73","95.73"
"240301.40146","99.93","99.93","99.93"
"240331.403468","99.93","99.93","99.93"
"240361.406273","100","100","100"
"240421.413163","98.07","98.07","98.07"
"240451.416199","93.93","93.93","93.93"
"240481.418748","90.33","90.33","90.33"
"240511.419659","100","100","100"
"240541.421953","95.47","95.47","95.47"
"240571.424942","100","100","100"
"240601.427244","100","100","100"
"240631.430225","95.07","95.07","95.07"
"240661.433885","93.87","93.87","93.87"
"240691.436154","92.93","92.93","92.93"
"240721.439672","89.13","89.13","89.13"
"240751.440472","100","100","100"
"240781.443676","97","97","97"
"240811.448075","100","100","100"
"240841.454534","96","96","96"
"240871.461429","93.33","93.33","93.33"
"240901.464377","99.93","99.93","99.93"
"240931.470922","93.27","93.27","93.27"
"240961.47604","99.67","99.67","99.67"
"240991.478206","99.73","99.73","99.73"
"241021.482186","99.93","99.93","99.93"
"241051.483045","100","100","100"
"241081.488429","95.73","95.73","95.73"
"241141.494198","100","100","100"
"241171.498854","95.53","95.53","95.53"
"241201.500618","100","100","100"
"241231.506954","94.2","94.2","94.2"
"241261.510923","97","97","97"
"241291.512289","100","100","100"
"241321.513326","99.73","99.73","99.73"
"241351.516189","100","100","100"
"241381.520983","100","100","100"
"241411.523324","99.33","99.33","99.33"
"241441.528038","100","100","100"
"241471.531278","87.47","87.47","87.47"
"241501.533717","99.67","99.67","99.67"
"241531.535628","99.93","99.93","99.93"
"241561.538033","99.6","99.6","99.6"
"241591.539398","95.4","95.4","95.4"
"241621.544871","97.6","97.6","97.6"
"241651.547779","99","99","99"
"241681.587514","100","100","100"
"241711.713139","91.8","91.8","91.8"
"241741.714801","99.93","99.93","99.93"
"241771.718492","100","100","100"
"241801.720455","99.67","99.67","99.67"
"241831.724771","98","98","98"
"241861.728611","100","100","100"
"241921.730641","100","100","100"
"241951.732897","100","100","100"
"241981.73653","100","100","100"
"242011.740011","100","100","100"
"242041.744454","100","100","100"
"242071.759114","99.8","99.8","99.8"
"242101.764725","95.13","95.13","95.13"
"242131.772398","99.93","99.93","99.93"
"242161.777233","99.73","99.73","99.73"
"242191.778167","93.6","93.6","93.6"
"242221.780509","98.67","98.67","98.67"
"242251.782842","100","100","100"
"242281.784682","93.87","93.87","93.87"
"242311.787747","100","100","100"
"242341.793025","100","100","100"
"242371.798801","99.93","99.93","99.93"
"242401.83272","97.53","97.53","97.53"
"242432.161175","93","93","93"
"242462.163886","99.73","99.73","99.73"
"242492.164768","100","100","100"
"242522.166002","99.8","99.8","99.8"
"242552.168601","99.67","99.67","99.67"
"242582.172427","88.27","88.27","88.27"
"242612.174334","100","100","100"
"242642.175317","99.27","99.27","99.27"
"242702.178247","99.93","99.93","99.93"
"242732.179482","99.73","99.73","99.73"
"242762.181585","100","100","100"
"242792.184989","99.87","99.87","99.87"
"242822.187617","90","90","90"
"242852.193318","100","100","100"
"242882.198234","97.13","97.13","97.13"
"242912.202606","98.2","98.2","98.2"
"242942.204077","98.87","98.87","98.87"
"242972.205942","98.73","98.73","98.73"
"243002.206839","99.07","99.07","99.07"
"243032.209668","87.8","87.8","87.8"
"243062.212786","99.93","99.93","99.93"
"243092.982034","100","100","100"
"243122.988123","84","84","84"
"243152.989139","100","100","100"
"243182.992669","100","100","100"
"243212.994485","100","100","100"
"243242.996686","100","100","100"
"243272.998683","100","100","100"
"243303.000596","100","100","100"
"243333.001541","93.33","93.33","93.33"
"243363.01625","92.47","92.47","92.47"
"243393.039456","60","60","60"
"243453.060878","47.33","47.33","47.33"
"243483.061783","80","80","80"
"243513.063994","91.13","91.13","91.13"
"243543.066512","99.93","99.93","99.93"
"243573.06934","100","100","100"
"243603.071317","96.4","96.4","96.4"
"243633.072334","100","100","100"
"243663.074618","99.53","99.53","99.53"
"243693.076903","100","100","100"
"243723.101757","99.6","99.6","99.6"
"243753.139479","92.73","92.73","92.73"
"243783.143861","100","100","100"
"243813.145156","100","100","100"
"243843.146147","100","100","100"
"243873.147594","99.93","99.93","99.93"
"243903.14961","100","100","100"
"243933.150588","100","100","100"
"243963.152989","95.47","95.47","95.47"
"243994.07525","86.67","86.67","86.67"
"244024.077194","100","100","100"
