"Relative Time (Process)","base_config_0118 - system/gpu.0.memoryAllocated","base_config_0118 - system/gpu.0.memoryAllocated__MIN","base_config_0118 - system/gpu.0.memoryAllocated__MAX","base_config_0118 - system/gpu.1.memoryAllocated","base_config_0118 - system/gpu.1.memoryAllocated__MIN","base_config_0118 - system/gpu.1.memoryAllocated__MAX","base_config_0118 - system/gpu.2.memoryAllocated","base_config_0118 - system/gpu.2.memoryAllocated__MIN","base_config_0118 - system/gpu.2.memoryAllocated__MAX","base_config_0118 - system/gpu.3.memoryAllocated","base_config_0118 - system/gpu.3.memoryAllocated__MIN","base_config_0118 - system/gpu.3.memoryAllocated__MAX"
"33014.567779","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"33040.748208","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"33044.921412","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"33074.99519","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"33100.755429","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"33104.997203","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"33130.76758","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"33135.000143","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"33160.772989","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"33165.03503","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"33190.778278","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"33195.043768","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"33220.784969","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"33225.046573","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"33250.787441","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"33255.048352","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"33280.794655","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"33285.049626","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"33310.800718","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"33315.052313","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"33340.803464","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"33345.057048","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"33370.806487","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"33375.059019","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"33400.807522","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"33430.847126","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"33435.068576","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"33460.862837","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"33465.073509","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"33490.873227","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"33495.076778","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"33520.879969","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"33525.0796","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"33550.886516","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"33555.082467","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"33580.889924","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"33585.110975","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"33610.895095","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"33615.116139","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"33640.898208","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"33645.118176","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"33670.903298","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"33675.122541","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"33700.907032","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"33705.155846","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"33730.908929","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"33735.165573","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"33760.91205","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"33765.168768","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"33790.933848","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"33795.171972","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"33820.940267","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"33825.175545","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"33850.943362","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"33855.177551","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"33880.948149","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"33885.178809","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"33915.182855","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"33940.963385","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"33945.18495","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"33970.991883","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"33975.190213","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"34001.003965","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"34005.194782","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"34031.015148","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"34035.19714","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"34061.019043","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"34065.200094","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"34091.020007","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"34095.203225","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"34121.023015","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"34125.207495","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"34151.025094","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"34181.02842","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"34185.216406","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"34211.029384","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"34215.218447","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"34241.03117","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"34245.221927","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"34271.036566","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"34275.223998","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"34301.039909","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"34305.227079","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"34331.34689","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"34335.231049","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"34361.369298","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"34365.234584","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"34391.374807","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"34395.237991","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"34421.376726","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"34425.245218","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"34451.381893","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"34455.249418","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"34481.388283","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"34485.251736","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"34511.391801","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"34515.256578","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"34541.39559","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"34545.257505","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"34571.399134","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"34575.261302","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"34601.405466","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"34605.264192","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"34631.445714","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"34635.268375","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"34661.448584","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"34665.272089","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"34691.453187","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"34695.27432","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"34721.47635","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"34725.288671","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"34755.296103","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"34781.553983","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"34785.300846","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"34811.574842","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"34815.304691","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"34841.585226","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"34845.309769","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"34871.591902","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"34875.315331","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"34901.59579","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"34905.347723","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"34931.600744","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"34935.354627","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"34961.609495","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"34965.367381","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"34991.614827","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"34995.380491","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"35021.619871","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"35051.623917","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"35055.389595","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"35081.629951","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"35085.394383","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"35111.639232","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"35115.431855","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"35141.645702","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"35145.434767","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"35171.648514","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"35175.43833","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"35201.651733","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"35205.441216","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"35231.656098","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"35235.444664","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"35261.660063","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"35265.447975","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"35291.662499","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"35295.449843","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"35321.665066","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"35325.451854","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"35351.666897","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"35355.47401","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"35381.669186","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"35385.47622","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"35411.673698","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"35415.478567","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"35441.679384","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"35445.480241","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"35471.68407","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"35475.482175","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"35501.686164","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"35505.485742","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"35531.707073","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"35535.490638","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"35565.494163","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
"35591.720593","78","78","78","78.91","78.91","78.91","78.53","78.53","78.53","87.52","87.52","87.52"
"35595.495764","77.13","77.13","77.13","77.22","77.22","77.22","77.34","77.34","77.34","80.41","80.41","80.41"
